,dataset_id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,mean_test_accuracy,hidden_dims,type,compression
40,1492,4.464200655619304,0.2989517454572158,0.0013758341471354167,0.0003245293079576951,0.37187450958347096,0.05,PCA,95.0
41,1492,2.4920233885447183,0.023220144101804324,0.0010759830474853516,0.00022190618465097665,0.5399945658920721,0.1,PCA,90.0
42,1492,2.5208326180775957,0.035417886908174316,0.0009796619415283203,8.918915814713158e-05,0.5918785851644169,0.15000000000000002,PCA,85.0
43,1492,2.8991914590199785,0.5024514323223134,0.0009185473124186198,1.5192001594448919e-05,0.5762555248715839,0.2,PCA,80.0
44,1492,2.915771961212158,0.4694080119935436,0.0010947386423746746,0.00025196729482773267,0.5849864030187407,0.25,PCA,75.0
45,1492,3.1233615875244136,0.6867912326610361,0.0010695457458496094,0.0001475155432620817,0.5906125785544805,0.3,PCA,70.0
46,1492,2.7969110806783046,0.1257748628984138,0.0010932286580403645,0.0002012045954115789,0.5899977279807371,0.35000000000000003,PCA,64.99999999999999
47,1492,2.7304130395253505,0.510744807819252,0.0009725093841552734,3.7394999660227983e-05,0.5699746798678013,0.4,PCA,60.0
48,1492,3.4881066481272383,0.5692462030527345,0.0009564558664957682,1.0891551736418339e-05,0.5812364000908808,0.45,PCA,55.00000000000001
49,1492,2.8318660259246826,0.2190673893884316,0.0009301503499348961,3.8775752170032795e-05,0.5731051476461179,0.5,PCA,50.0
50,1492,2.7112916310628257,0.1293469386124492,0.0009674231211344401,3.8228510763168075e-05,0.5680973361159715,0.55,PCA,44.99999999999999
51,1492,2.8970128695170083,0.18154868641194588,0.0009685357411702474,5.649844038383555e-06,0.5843598410054973,0.6000000000000001,PCA,39.99999999999999
52,1492,2.7267616589864097,0.2298232738540735,0.00103759765625,3.154762230386944e-05,0.5812246886513809,0.6500000000000001,PCA,34.999999999999986
53,1492,2.701297839482625,0.18499269876697708,0.0010437965393066406,1.636600713894893e-05,0.5862325001815273,0.7000000000000001,PCA,29.999999999999993
54,1492,2.7858031590779624,0.11209401917528196,0.0010708967844645183,3.580320687863941e-05,0.5881098439333572,0.7500000000000001,PCA,24.99999999999999
55,1492,2.8968361218770347,0.4312443712919862,0.0012811819712320964,0.00024143695202941132,0.5799762492006942,0.8,PCA,19.999999999999996
56,1492,2.9946079254150386,0.6183427356322091,0.001226663589477539,0.0003034875286251393,0.5799926452159941,0.8500000000000001,PCA,14.999999999999991
57,1492,2.2238200505574546,0.14599712082391686,0.0011699199676513672,0.00018273017507188595,0.5799903029280941,0.9000000000000001,PCA,9.999999999999986
58,1492,2.289067029953003,0.19020664450220706,0.0010346571604410806,1.8704676611822088e-05,0.5762239039849344,0.95,PCA,5.000000000000004
59,1492,2.7430044015248622,0.3104189790778217,0.0010567506154378254,8.490052534545639e-05,0.5856129650319839,1.0,PCA,0.0
60,44,0.027143557866414387,0.0030677411703988232,0.0011754830678304036,0.0002071530786175343,0.8026529490425474,0.05,PCA,95.0
61,44,0.05831599235534667,0.016454213141444792,0.0011074542999267578,3.936915739854445e-06,0.804825775571074,0.1,PCA,90.0
62,44,0.0628372033437093,0.011439463198173041,0.0012294451395670574,8.611110808383285e-05,0.8598146300723499,0.15000000000000002,PCA,85.0
63,44,0.06991918881734213,0.0014035194535512831,0.001278241475423177,2.0433027078658854e-05,0.8724189800344897,0.2,PCA,80.0
64,44,0.09488073984781904,0.01809931638721048,0.00633700688680013,0.007124804149702294,0.88437314046787,0.25,PCA,75.0
65,44,0.11686984697977702,0.022189383762686463,0.001300493876139323,2.6113335377257167e-05,0.8848078758689392,0.3,PCA,70.0
66,44,0.17846465110778809,0.030081707513307968,0.0013318856557210286,3.5360153748721044e-05,0.8917627918092279,0.35000000000000003,PCA,64.99999999999999
67,44,0.30716904004414874,0.017810391884078892,0.002190113067626953,0.0011928236311170431,0.9006755053887628,0.4,PCA,60.0
68,44,0.2617340882619222,0.039336142139632366,0.00131988525390625,2.774137884370913e-05,0.9028491823941092,0.45,PCA,55.00000000000001
69,44,0.32848318417867023,0.05734701701203965,0.0027674833933512373,0.0020396351307937115,0.908716905466383,0.5,PCA,50.0
70,44,0.8039351304372152,0.3104806123087928,0.0018850962320963547,0.0007228067381286115,0.9178442226967884,0.55,PCA,44.99999999999999
71,44,0.6971797943115234,0.2168176633636517,0.0013565222422281902,8.385136195667513e-05,0.9165411504626736,0.6000000000000001,PCA,39.99999999999999
72,44,1.0621723333994548,0.2229425154496404,0.002535581588745117,0.0012962857830961408,0.9202368974832408,0.6500000000000001,PCA,34.999999999999986
73,44,1.1313815116882324,0.22990282309914384,0.004031181335449219,0.003581235063098682,0.9180635039701676,0.7000000000000001,PCA,29.999999999999993
74,44,1.0331676801045735,0.30909532317309196,0.003079017003377279,0.0012829592450704654,0.9200196006557744,0.7500000000000001,PCA,24.99999999999999
75,44,0.7072591781616211,0.11060504061982644,0.0017635027567545574,0.00027697695172510385,0.921106084793106,0.8,PCA,19.999999999999996
76,44,0.8223570187886556,0.1191626997642069,0.003679037094116211,0.002996443089673527,0.924148382123771,0.8500000000000001,PCA,14.999999999999991
77,44,1.0113120873769124,0.015371895460496391,0.0030096371968587237,0.0010540420457772846,0.9237137884688384,0.9000000000000001,PCA,9.999999999999986
78,44,1.0734787782033284,0.2635661284289576,0.0026929378509521484,0.0005164017636074877,0.9230620397325762,0.95,PCA,5.000000000000004
79,44,0.8500643571217855,0.13195904250327686,0.003650665283203125,0.002537606867044728,0.9237137884688384,1.0,PCA,0.0
80,44,20.99646155039469,3.613848220498996,0.009123484293619793,0.0015368282878161401,0.8843765423751493,0.05,AE,95.0
81,44,17.489192406336468,2.2444151855095047,0.009827613830566406,0.0007637628443404237,0.8787224307307892,0.05,DAE,95.0
82,44,23.25211477279663,0.8554332046128584,0.010712782541910808,0.0007523114396625593,0.8835060793500542,0.05,SAE,95.0
83,44,19.29721315701802,4.110946426648368,0.011412541071573893,0.002694067000138621,0.8904590108444298,0.1,AE,90.0
84,44,17.133464177449547,3.1406804812913043,0.01319559415181478,0.0019063612680403914,0.8950229529519058,0.1,DAE,90.0
85,44,22.27257601420085,2.975784316942933,0.01274418830871582,0.0016627743935735545,0.8954596727988879,0.1,SAE,90.0
86,44,21.828055381774906,1.2293931184125657,0.01153890291849772,0.0007825004391070013,0.9076263106910888,0.15000000000000002,AE,85.0
87,44,19.036074161529537,3.2336917293816487,0.011335293451944986,0.001897798883743918,0.9006739461812598,0.15000000000000002,DAE,85.0
88,44,24.902097145716358,0.5103050781022179,0.01411302884419759,0.003757229758613932,0.9041512624052674,0.15000000000000002,SAE,85.0
89,44,23.73394091924032,0.1828725026566503,0.014453172683715819,0.002839361229373343,0.902193181273748,0.2,AE,80.0
90,44,17.041535933812455,2.7249864231974192,0.015307426452636719,0.00034270346604200813,0.9032819333492657,0.2,DAE,80.0
91,44,25.08290298779805,0.5242280091699805,0.017102638880411785,0.0034452351354267072,0.8987195504492927,0.2,SAE,80.0
92,44,22.769593636194863,0.9788938122361782,0.02180814743041992,0.0074577487058591204,0.9063259316335702,0.25,AE,75.0
93,44,19.02950636545817,1.4239472683838783,0.012248357137044271,0.0016236259762561346,0.9089320761018,0.25,DAE,75.0
94,44,23.524124463399247,2.6980043554953186,0.01645827293395996,0.0023959551790183825,0.9098023973807582,0.25,SAE,75.0
95,44,19.08859697977702,0.4264102849027484,0.015266974767049152,0.0010043096436089703,0.9091500816599494,0.3,AE,70.0
96,44,15.054918845494587,2.1765151147730077,0.015713612238566082,0.000377869521692952,0.9128449782036966,0.3,DAE,70.0
97,44,25.29994773864746,0.28813758465899064,0.01325662930806478,0.0014110259087820375,0.9134977191629154,0.3,SAE,70.0
98,44,19.55782151222229,3.1766678268118067,0.013100147247314451,0.0029533420954914393,0.9121937964519808,0.35000000000000003,AE,64.99999999999999
99,44,17.595272620518998,2.4462825134457167,0.024583816528320312,0.009706753521765624,0.9108877475489968,0.35000000000000003,DAE,64.99999999999999
100,44,23.70415425300598,3.2057530062922366,0.01950303713480632,0.00480683602697672,0.911540205015942,0.35000000000000003,SAE,64.99999999999999
101,44,23.655703783035282,1.4014399927448475,0.012989838918050127,0.0024752017830470077,0.9121953556594838,0.4,AE,60.0
102,44,14.005689859390259,0.7764367880661349,0.01366424560546875,0.002567899308649505,0.9080634557764812,0.4,DAE,60.0
103,44,23.99852967262268,0.4224308207575761,0.023902177810668945,0.0037927113843995264,0.9167550453828603,0.4,SAE,60.0
104,44,23.63119721412659,1.3412325706975872,0.014294385910034181,0.0037715580996814414,0.9213196962210196,0.45,AE,55.00000000000001
105,44,16.043786764144894,0.803318005435994,0.0345762570699056,0.005735823780448751,0.9137143072596984,0.45,DAE,55.00000000000001
106,44,25.10385950406393,1.483349270212874,0.029445648193359375,0.01735912211917424,0.9150196474319996,0.45,SAE,55.00000000000001
107,44,18.35759377479553,1.8038893384550991,0.0197134017944336,0.009950066171816202,0.9121935129597076,0.5,AE,50.0
108,44,15.503382682800293,0.9021311545552996,0.015902121861775715,0.004244178040223732,0.9128449782036966,0.5,DAE,50.0
109,44,23.815162897109985,2.134100558734357,0.019477685292561848,0.006320544643643465,0.9182773988903546,0.5,SAE,50.0
110,44,19.513017654418945,1.3183750017006892,0.015401601791381838,0.003032430645941049,0.9180625117472112,0.55,AE,44.99999999999999
111,44,13.942218621571861,1.7070441535280019,0.02793264389038086,0.011903991627555751,0.915670120453032,0.55,DAE,44.99999999999999
112,44,23.62871654828389,1.9059525493681515,0.015912294387817383,0.003591486464663376,0.9171923322143892,0.55,SAE,44.99999999999999
113,44,19.902586698532104,2.862777653743361,0.018944501876831055,0.01046983081891088,0.9167597230053696,0.6000000000000001,AE,39.99999999999999
114,44,16.139958302179977,0.3906312045624011,0.016118526458740234,0.0064327611009786356,0.9163228614122508,0.6000000000000001,DAE,39.99999999999999
115,44,23.25342845916748,3.0837810750264016,0.022329648335774745,0.006883995132553006,0.9247991386370767,0.6000000000000001,SAE,39.99999999999999
116,44,20.67573507626852,3.5509234629977344,0.02828176816304525,0.018379196869290845,0.9180623700010744,0.6500000000000001,AE,34.999999999999986
117,44,14.563476324081421,1.1139153245771545,0.011460542678833008,0.0005773672025910682,0.917192048722116,0.6500000000000001,DAE,34.999999999999986
118,44,24.720104932785034,3.230386531116765,0.01641996701558431,0.0034127045104345856,0.9148023506045332,0.6500000000000001,SAE,34.999999999999986
119,44,22.90688943862915,1.4589741584980402,0.0155793825785319,0.0018261341318468,0.9182786746055844,0.7000000000000001,AE,29.999999999999993
120,44,13.075522502263384,0.6393167073211754,0.010637521743774414,0.00023262673970284947,0.9158894017264112,0.7000000000000001,DAE,29.999999999999993
121,44,26.045789559682213,1.8617661551575009,0.0213476022084554,0.0060299148443113786,0.9208873705042732,0.7000000000000001,SAE,29.999999999999993
122,44,18.87016995747884,2.702236624102159,0.014487346013387043,0.0022294076057789197,0.9180623700010744,0.7500000000000001,AE,24.99999999999999
123,44,15.419357458750405,1.1998512826466108,0.015056212743123371,0.004829934018878326,0.9167583055440032,0.7500000000000001,DAE,24.99999999999999
124,44,18.993017037709556,2.655346238749224,0.02246586481730144,0.006976782925232974,0.9252337322920096,0.7500000000000001,SAE,24.99999999999999
125,44,20.07675631841024,2.2658679341408736,0.016146262486775715,0.0010273864688362334,0.9221910097229346,0.8,AE,19.999999999999996
126,44,13.85536773999532,3.019628193109195,0.01165191332499186,0.0007811026473153603,0.9171946001525756,0.8,DAE,19.999999999999996
127,44,24.600345055262252,0.9090952557964508,0.02609697977701823,0.005058497786740378,0.9178420965047388,0.8,SAE,19.999999999999996
128,44,21.708846410115555,1.165426231968731,0.018639246622721355,0.007427805155910215,0.9187142604834734,0.8500000000000001,AE,14.999999999999991
129,44,13.614528020222984,1.7068240958210723,0.014015515645345051,0.002724195601405773,0.9187125595298338,0.8500000000000001,DAE,14.999999999999991
130,44,21.51701307296753,0.4916461849112132,0.02290217081705729,0.006791688406347368,0.9189309903263932,0.8500000000000001,SAE,14.999999999999991
131,44,21.355537335077926,2.631311183000776,0.019174893697102863,0.004437042978837179,0.9252335905458728,0.9000000000000001,AE,9.999999999999986
132,44,10.952394962310793,1.927372089007172,0.022982199986775715,0.006477913229857156,0.9154535323562488,0.9000000000000001,DAE,9.999999999999986
133,44,24.01462809244792,1.479841316397733,0.03374210993448893,0.008172897205959973,0.9213206884439762,0.9000000000000001,SAE,9.999999999999986
134,44,15.722296555836994,2.023932184093379,0.023411273956298828,0.005959562064840761,0.9169750353869228,0.95,AE,5.000000000000004
135,44,13.34596347808838,0.8589775328964733,0.017650922139485676,0.004186809784743119,0.9124118020101304,0.95,DAE,5.000000000000004
136,44,20.035249789555863,2.2058770181111047,0.02616985638936361,0.00938058994831105,0.9217566995602752,0.95,SAE,5.000000000000004
137,44,19.296752373377487,2.0389013568647365,0.01777823766072591,0.003304476519699089,0.9239303765656214,1.0,AE,0.0
138,44,14.169900019963588,3.4509650209543663,0.024206797281901043,0.010328878023942771,0.9191478619154496,1.0,DAE,0.0
139,44,20.613140583038327,1.9805309545976584,0.02256321907043457,0.005325714152366082,0.923276785129583,1.0,SAE,0.0
140,1492,10.312036037445068,1.10883894980221,0.013064304987589521,0.0018676881470356145,0.3825178658009571,0.05,AE,95.0
141,1492,11.434587717056274,2.4359967827067246,0.012066682179768879,0.0022633913611386962,0.3718721672955709,0.05,DAE,95.0
142,1492,10.8372372786204,1.0877663894320264,0.014247894287109375,0.00026020640070739654,0.3837545938121438,0.05,SAE,95.0
143,1492,9.958748896916706,1.4399656650342347,0.022882699966430664,0.00788904438844867,0.4399917551465921,0.1,AE,90.0
144,1492,9.143594821294153,0.5179959350414307,0.02147674560546875,0.005181290381579711,0.455604275143875,0.1,DAE,90.0
145,1492,9.367950598398844,1.6117032307178734,0.01894100507100423,0.005406980042310878,0.4812534987925506,0.1,SAE,90.0
146,1492,9.100141048431396,0.5419964845525712,0.023654699325561523,0.002565076363751837,0.5181199391942061,0.15000000000000002,AE,85.0
147,1492,9.093578656514486,1.1407584199496534,0.024192333221435547,0.002622513820067567,0.4943539150171104,0.15000000000000002,DAE,85.0
148,1492,9.697840054829916,0.5204346514789859,0.020103613535563152,0.0015211571256450696,0.5412406630548587,0.15000000000000002,SAE,85.0
149,1492,10.128596703211468,0.846820033952678,0.015067259470621744,0.003437162184080596,0.5456148857080619,0.2,AE,80.0
150,1492,9.099798281987507,0.34639110526512723,0.015168507893880209,0.002730160456674732,0.5193718920767427,0.2,DAE,80.0
151,1492,10.632115364074707,2.232774418508787,0.026425520579020183,0.01065993749628303,0.551874650120745,0.2,SAE,80.0
152,1492,10.516361872355144,0.9297279763392124,0.013386170069376629,0.00125890175897223,0.5825035778447673,0.25,AE,75.0
153,1492,8.467900911966959,1.5444275348695091,0.013272126515706379,0.004057767248192448,0.5431238625264386,0.25,DAE,75.0
154,1492,9.504738410313923,1.221697031683208,0.028637806574503582,0.007223334688974571,0.5675082507091277,0.25,SAE,75.0
155,1492,10.47142235438029,1.4406223287638062,0.017437060674031574,0.0033755969074807826,0.5750000585571975,0.3,AE,70.0
156,1492,8.413458665211996,0.6023186497450365,0.014283100763956703,0.0008530260331765608,0.5556281664804549,0.3,DAE,70.0
157,1492,9.977842410405476,0.6179860014126215,0.016153732935587566,0.0007515968470996734,0.5862453827649771,0.3,SAE,70.0
158,1492,9.618202606836952,1.3760126727764972,0.015499273935953775,0.0023012393474966105,0.5912473385753736,0.35000000000000003,AE,64.99999999999999
159,1492,8.608606894810995,1.2942045838019116,0.014797210693359375,0.001337632531050519,0.5837520172954539,0.35000000000000003,DAE,64.99999999999999
160,1492,9.947859048843382,1.5211002479785505,0.015807390213012695,0.0002274031691420668,0.5874891376398639,0.35000000000000003,SAE,64.99999999999999
161,1492,12.232943852742515,1.1662197086375503,0.014324029286702475,0.0016581051027926975,0.6093731334893296,0.4,AE,60.0
162,1492,10.853080034255981,1.4450882214168357,0.01804049809773764,0.005983052867571993,0.580003185511544,0.4,DAE,60.0
163,1492,10.718119223912556,0.4606489398986525,0.02019008000691732,0.006053574823331709,0.5987403175673934,0.4,SAE,60.0
164,1492,13.954444646835327,0.22591883447636424,0.02076125144958496,0.007446994890132038,0.6337575216720187,0.45,AE,55.00000000000001
165,1492,9.885089317957561,1.3285436851117465,0.023503621419270832,0.00800223388095807,0.5818793581194238,0.45,DAE,55.00000000000001
166,1492,12.325215021769203,0.6537013194192552,0.018379052480061848,0.0015568229635667856,0.5893863908388436,0.45,SAE,55.00000000000001
167,1492,14.708215395609535,2.42999760897947,0.02660655975341797,0.010318333612516876,0.6262633715360489,0.5,AE,50.0
168,1492,10.971199035644533,0.3047705790230971,0.016991058985392254,0.003877329139260125,0.5825000644129172,0.5,DAE,50.0
169,1492,9.992334683736166,0.5958449631834001,0.02524741490681966,0.010874955228802163,0.6037504713854399,0.5,SAE,50.0
170,1492,14.385091384251911,0.5520547796708422,0.029719988505045574,0.0064114555737520154,0.6025067165105532,0.55,AE,44.99999999999999
171,1492,10.712531884511312,0.4514003033155356,0.02181235949198405,0.0008703800907186051,0.5918891254599667,0.55,DAE,44.99999999999999
172,1492,11.552277882893884,1.155965117047821,0.018709262212117512,0.0015892820142531141,0.60187664106546,0.55,SAE,44.99999999999999
173,1492,13.38808290163676,0.8652100439714444,0.017628033955891926,0.002639226576137901,0.6281360307120789,0.6000000000000001,AE,39.99999999999999
174,1492,10.008820295333864,0.3828261476919793,0.01477996508280436,0.0008598059864132945,0.5975117875638566,0.6000000000000001,DAE,39.99999999999999
175,1492,16.511256615320846,2.076880666699835,0.029128154118855793,0.0112566121498604,0.6012582770598666,0.6000000000000001,SAE,39.99999999999999
176,1492,14.103423515955608,2.6078845318230237,0.0280762513478597,0.008790217508428668,0.6187657079682292,0.6500000000000001,AE,34.999999999999986
177,1492,10.934141556421917,0.8933871504895846,0.017934401830037434,0.00232367379121735,0.609995010926773,0.6500000000000001,DAE,34.999999999999986
178,1492,14.149191617965698,1.973377466551731,0.029911120732625324,0.0029645497665513236,0.6137578964380829,0.6500000000000001,SAE,34.999999999999986
179,1492,14.133155504862465,1.3934826469049837,0.02677607536315918,0.01456539876191918,0.6256414940986056,0.7000000000000001,AE,29.999999999999993
180,1492,11.484789768854775,1.1286863899077892,0.021973212560017902,0.007422812518370627,0.5837496750075538,0.7000000000000001,DAE,29.999999999999993
181,1492,14.410562515258787,1.386224189528911,0.03301747639973958,0.0033919899945968265,0.6168707970571494,0.7000000000000001,SAE,29.999999999999993
182,1492,14.83457612991333,0.8751491518186099,0.015588363011678059,0.0003835107587137491,0.6156328979020127,0.7500000000000001,AE,24.99999999999999
183,1492,10.964266618092857,1.6645448598716917,0.024802366892496742,0.004106202107644998,0.5987496867189934,0.7500000000000001,DAE,24.99999999999999
184,1492,13.393301089604694,2.050718608751792,0.03394381205240885,0.012012269049615006,0.6224922880170893,0.7500000000000001,SAE,24.99999999999999
185,1492,14.262764294942222,1.9638283437554067,0.029502073923746742,0.009139848595448221,0.6300098610320589,0.8,AE,19.999999999999996
186,1492,11.183471600214641,1.5620911618037834,0.02682646115620931,0.0045630750802154825,0.6068867948835063,0.8,DAE,19.999999999999996
187,1492,13.724401473999025,1.1858513258954728,0.025031328201293945,0.004468540211683179,0.6093778180651297,0.8,SAE,19.999999999999996
188,1492,14.700382232666016,0.9181220511108272,0.04373836517333984,0.022135255330135897,0.622515710896089,0.8500000000000001,AE,14.999999999999991
189,1492,11.176400502522789,0.7684684620740674,0.02274775505065918,0.005069300439167225,0.6074957897374998,0.8500000000000001,DAE,14.999999999999991
190,1492,15.685114781061804,1.4370225219991255,0.03290804227193197,0.006406519656241251,0.6224922880170893,0.8500000000000001,SAE,14.999999999999991
191,1492,14.046211322148645,0.19655432346546364,0.026755650838216145,0.0071698493584030016,0.6299911227288592,0.9000000000000001,AE,9.999999999999986
192,1492,10.799865325291954,0.3030484147744389,0.03960704803466797,0.0236984801038044,0.6131407035764395,0.9000000000000001,DAE,9.999999999999986
193,1492,13.408273617426556,1.2707057253931842,0.022907177607218426,0.0025688858333702386,0.6212543888619525,0.9000000000000001,SAE,9.999999999999986
194,1492,13.793763240178428,0.5203888269803133,0.01950613657633464,0.0012364464185553572,0.6331297885148255,0.95,AE,5.000000000000004
195,1492,11.05082106590271,1.5395831226667849,0.02918553352355957,0.01184404515064893,0.6112610175367096,0.95,DAE,5.000000000000004
196,1492,13.193044980367027,0.8399729507586128,0.02577948570251465,0.003983259950255181,0.6175125839417426,0.95,SAE,5.000000000000004
197,1492,14.110174735387169,2.434910898597304,0.020520766576131184,0.003855923610481111,0.6212532177180026,1.0,AE,0.0
198,1492,10.237794081370037,1.2452460085741728,0.02271334330240885,0.0050526543794677655,0.6200094628431159,1.0,DAE,0.0
199,1492,14.666949431101479,1.4627010694285891,0.0499113400777181,0.02313841914102761,0.6143750892997262,1.0,SAE,0.0
200,40668,167.65167109171546,26.126968605712253,0.07974974314371745,0.028907725237155683,0.658466184111195,0.05,AE,95.0
201,40668,187.38871955871585,12.022487465469256,0.07302157084147136,0.017169087127157697,0.6583033586452921,0.05,DAE,95.0
202,40668,211.31176916758216,49.51129670457907,0.09893345832824707,0.031870301729868954,0.6580961262341429,0.05,SAE,95.0
203,40668,190.03123084704083,21.25388591452182,0.05885990460713705,0.013069845158545165,0.6656305046109211,0.1,AE,90.0
204,40668,150.30766503016153,28.35194915288922,0.06559284528096516,0.008389264028256481,0.6645203309797653,0.1,DAE,90.0
205,40668,289.34528803825384,37.26889293045637,0.057932535807291664,0.007682447405374063,0.6662077948991222,0.1,SAE,90.0
206,40668,136.05545202891028,24.86717348520409,0.0569920539855957,0.01271451298757983,0.6675696078866734,0.15000000000000002,AE,85.0
207,40668,131.52050956090292,10.51599572195006,0.08533835411071777,0.030641152532920712,0.6734905339195049,0.15000000000000002,DAE,85.0
208,40668,148.18467259407043,19.79715364018137,0.08101471265157062,0.02757805086779344,0.6709001287801413,0.15000000000000002,SAE,85.0
209,40668,113.58849509557085,16.890180396472708,0.09691794713338216,0.05988047856114378,0.6868718267537043,0.2,AE,80.0
210,40668,145.68297131856286,24.749063716607257,0.06677023569742839,0.015319355762929003,0.6813061562828427,0.2,DAE,80.0
211,40668,115.2234182357788,2.62926368472662,0.06537151336669922,0.013831737222557488,0.6728540343709756,0.2,SAE,80.0
212,40668,119.74388202031452,23.93902074379243,0.07396284739176433,0.02417886304265831,0.6852287697795935,0.25,AE,75.0
